stop_id,stop_name,arrival_time,stop_sequence,direction_id,route_short_name,route_long_name,route_type
2035,Château de Vincennes,50460,1,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2067,Bérault,50580,2,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1725,Saint-Mandé,50640,3,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1751,Porte de Vincennes,50760,4,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1832,Nation,50820,5,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1698,Reuilly-Diderot,50940,6,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1955,Gare de Lyon,51060,7,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2062,Bastille,51180,8,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1642,Saint-Paul (Le Marais),51300,9,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1892,Hôtel de Ville,51420,10,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2036,Châtelet,51480,11,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1864,Louvre-Rivoli,51540,12,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1773,Palais-Royal (Musée du Louvre),51600,13,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1688,Tuileries,51660,14,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1980,Concorde,51780,15,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2083,Champs-Elysées-Clémenceau,51840,16,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1945,Franklin-Roosevelt,51960,17,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1961,George V,52020,18,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2028,Charles de Gaulle-Etoile,52080,19,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
2048,Argentine,52200,20,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1755,Porte Maillot,52260,21,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1856,Les Sablons (Jardin d'acclimatation),52380,22,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1803,Pont de Neuilly,52500,23,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1933,Esplanade de la Défense,52560,24,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1887,La Défense (Grande Arche),52740,25,0,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller,1
1887,La Défense (Grande Arche),52740,1,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1933,Esplanade de la Défense,52560,2,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1803,Pont de Neuilly,52500,3,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1856,Les Sablons (Jardin d'acclimatation),52380,4,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1755,Porte Maillot,52260,5,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2048,Argentine,52200,6,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2028,Charles de Gaulle-Etoile,52080,7,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1961,George V,52020,8,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1945,Franklin-Roosevelt,51960,9,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2083,Champs-Elysées-Clémenceau,51840,10,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1980,Concorde,51780,11,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1688,Tuileries,51660,12,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1773,Palais-Royal (Musée du Louvre),51600,13,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1864,Louvre-Rivoli,51540,14,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2036,Châtelet,51480,15,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1892,Hôtel de Ville,51420,16,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1642,Saint-Paul (Le Marais),51300,17,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2062,Bastille,51180,18,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1955,Gare de Lyon,51060,19,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1698,Reuilly-Diderot,50940,20,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1832,Nation,50820,21,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1751,Porte de Vincennes,50760,22,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1725,Saint-Mandé,50640,23,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2067,Bérault,50580,24,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
2035,Château de Vincennes,50460,25,1,1,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour,1
1833,Nation,36420,1,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2058,Avron,36480,2,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2041,Alexandre-Dumas,36540,3,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1788,Philippe Auguste,36660,4,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1784,Père-Lachaise,36720,5,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1812,Ménilmontant,36780,6,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2079,Couronnes,36840,7,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2087,Belleville,36960,8,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1978,Colonel Fabien,37020,9,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1900,Jaurès,37080,10,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1674,Stalingrad,37200,11,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1910,La Chapelle,37260,12,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2086,Barbès-Rochechouart,37380,13,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2046,Anvers,37440,14,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1791,Pigalle,37500,15,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2071,Blanche,37560,16,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1795,Place de Clichy,37680,17,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1707,Rome,37740,18,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1629,Villiers,37860,19,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1822,Monceau,37920,20,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1989,Courcelles,37980,21,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1684,Ternes,38040,22,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
2029,Charles de Gaulle-Etoile,38160,23,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1694,Victor Hugo,38220,24,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1736,Porte Dauphine (Maréchal de Lattre de Tassigny),38400,25,0,2,(NATION <-> PORTE DAUPHINE) - Aller,1
1736,Porte Dauphine (Maréchal de Lattre de Tassigny),38400,1,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1694,Victor Hugo,38580,2,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2029,Charles de Gaulle-Etoile,38640,3,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1684,Ternes,38760,4,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1989,Courcelles,38820,5,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1822,Monceau,38880,6,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1629,Villiers,38940,7,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1707,Rome,39060,8,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1795,Place de Clichy,39120,9,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2071,Blanche,39240,10,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1791,Pigalle,39300,11,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2046,Anvers,39360,12,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2086,Barbès-Rochechouart,39420,13,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1910,La Chapelle,39540,14,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1674,Stalingrad,39600,15,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1900,Jaurès,39720,16,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1978,Colonel Fabien,39780,17,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2087,Belleville,39840,18,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2079,Couronnes,39960,19,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1812,Ménilmontant,40020,20,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1784,Père-Lachaise,40080,21,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1788,Philippe Auguste,40140,22,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2041,Alexandre-Dumas,40260,23,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
2058,Avron,40320,24,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1833,Nation,40380,25,1,2,(NATION <-> PORTE DAUPHINE) - Retour,1
1949,Gallieni (Parc de Bagnolet),56460,1,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1737,Porte de Bagnolet,56580,2,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1950,Gambetta,56640,3,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1785,Père-Lachaise,56760,4,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1728,Rue Saint-Maur,56820,5,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1779,Parmentier,56880,6,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1766,République,57000,7,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1683,Temple,57060,8,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
2050,Arts-et-Métiers,57120,9,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1765,Réaumur-Sébastopol,57180,10,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1662,Sentier,57240,11,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
2007,Bourse,57300,12,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1760,Quatre Septembre,57420,13,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1846,Opéra,57480,14,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1889,Havre-Caumartin,57540,15,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1722,Saint-Lazare,57600,16,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1935,Europe,57720,17,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1630,Villiers,57780,18,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1881,Malesherbes,57900,19,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1634,Wagram,57960,20,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1786,Pereire,58020,21,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1738,Porte de Champerret,58080,22,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1862,Louise Michel,58140,23,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
2044,Anatole-France,58260,24,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1802,Pont de Levallois-Bécon,58320,25,0,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller,1
1802,Pont de Levallois-Bécon,58320,1,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
2044,Anatole-France,58380,2,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1862,Louise Michel,58500,3,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1738,Porte de Champerret,58560,4,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1786,Pereire,58620,5,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1634,Wagram,58680,6,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1881,Malesherbes,58740,7,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1630,Villiers,58860,8,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1935,Europe,58920,9,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1722,Saint-Lazare,59040,10,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1889,Havre-Caumartin,59100,11,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1846,Opéra,59160,12,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1760,Quatre Septembre,59220,13,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
2007,Bourse,59340,14,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1662,Sentier,59400,15,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1765,Réaumur-Sébastopol,59460,16,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
2050,Arts-et-Métiers,59520,17,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1683,Temple,59580,18,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1766,République,59640,19,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1779,Parmentier,59760,20,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1728,Rue Saint-Maur,59820,21,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1785,Père-Lachaise,59880,22,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1950,Gambetta,60000,23,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1737,Porte de Bagnolet,60060,24,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1949,Gallieni (Parc de Bagnolet),60180,25,1,3,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour,1
1752,Porte des Lilas,59460,1,0,3B,(PORTE DES LILAS <-> GAMBETTA) - Aller,1
1718,Saint-Fargeau,59580,2,0,3B,(PORTE DES LILAS <-> GAMBETTA) - Aller,1
1783,Pelleport,59640,3,0,3B,(PORTE DES LILAS <-> GAMBETTA) - Aller,1
1659,Gambetta,59700,4,0,3B,(PORTE DES LILAS <-> GAMBETTA) - Aller,1
1659,Gambetta,59700,1,1,3B,(PORTE DES LILAS <-> GAMBETTA) - Retour,1
1783,Pelleport,59760,2,1,3B,(PORTE DES LILAS <-> GAMBETTA) - Retour,1
1718,Saint-Fargeau,59820,3,1,3B,(PORTE DES LILAS <-> GAMBETTA) - Retour,1
1752,Porte des Lilas,59940,4,1,3B,(PORTE DES LILAS <-> GAMBETTA) - Retour,1
1742,Porte de Clignancourt,53100,1,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1668,Simplon,53160,2,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1655,Marcadet-Poissonniers,53220,3,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
2033,Château Rouge,53280,4,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
2061,Barbès-Rochechouart,53340,5,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1957,Gare du Nord,53460,6,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1953,Gare de l'Est (Verdun),53520,7,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
2034,Château d'Eau,53580,8,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1677,Strasbourg-Saint-Denis,53640,9,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1764,Réaumur-Sébastopol,53700,10,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1934,Etienne Marcel,53760,11,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1855,Les Halles,53880,12,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1964,Châtelet,53940,13,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1975,Cité,54000,14,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1729,Saint-Michel,54060,15,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1845,Odéon,54120,16,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1721,Saint-Germain des Prés,54180,17,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1733,Saint-Sulpice,54240,18,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1731,Saint-Placide,54360,19,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1824,Montparnasse-Bienvenue,54420,20,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1692,Vavin,54480,21,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1645,Raspail,54540,22,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1996,Denfert-Rochereau,54600,23,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1828,Mouton-Duvernet,54720,24,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
2040,Alésia,54780,25,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
1735,Porte d'Orléans (Général Leclerc),54840,26,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
4028973,Mairie de Montrouge,54960,27,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
40289733,Barbara,55020,28,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
40289734,Bagneux Lucie Aubrac,55200,29,0,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller,1
40289734,Bagneux Lucie Aubrac,55200,1,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
40289733,Barbara,55380,2,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
4028973,Mairie de Montrouge,55201,3,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1735,Porte d'Orléans (Général Leclerc),55321,4,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
2040,Alésia,55202,5,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1828,Mouton-Duvernet,55262,6,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1996,Denfert-Rochereau,55203,7,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1645,Raspail,55263,8,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1692,Vavin,55204,9,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1824,Montparnasse-Bienvenue,55264,10,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1731,Saint-Placide,55205,11,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1733,Saint-Sulpice,55325,12,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1721,Saint-Germain des Prés,55206,13,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1845,Odéon,55266,14,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1729,Saint-Michel,55207,15,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1975,Cité,55267,16,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1964,Châtelet,55208,17,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1855,Les Halles,55268,18,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1934,Etienne Marcel,55209,19,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1764,Réaumur-Sébastopol,55269,20,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1677,Strasbourg-Saint-Denis,55210,21,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
2034,Château d'Eau,55270,22,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1953,Gare de l'Est (Verdun),55211,23,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1957,Gare du Nord,55271,24,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
2061,Barbès-Rochechouart,55212,25,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
2033,Château Rouge,55272,26,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1655,Marcadet-Poissonniers,55213,27,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1668,Simplon,55273,28,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
1742,Porte de Clignancourt,55214,29,1,4,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour,1
2089,Bobigny-Pablo-Picasso,50160,1,0,5,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller,1
2072,Bobigny-Pantin (Raymond Queneau),50340,2,0,5,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller,1
1932,Eglise de Pantin,50460,3,0,5,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller,1
